acc 	  val_acc 
0.0141666668778	0.00833333345751
0.0158333336314	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669833	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669523	0.00833333345751
0.0191666669833	0.00833333345751
